0.989778, -0.963175, 0.989778, 1.000000, -0.963175, 0.979556
0.986881, -1.153430, 0.986881, 1.000000, -1.153430, 0.973761
0.992362, -1.388341, 0.992362, 1.000000, -1.388341, 0.984724
0.993198, -1.507411, 0.993198, 1.000000, -1.507411, 0.986397
0.991270, -1.599817, 0.991270, 1.000000, -1.599817, 0.982540
0.994907, -1.715499, 0.994907, 1.000000, -1.715499, 0.989813
0.993462, -1.768472, 0.993462, 1.000000, -1.768472, 0.986923
0.996184, -1.836611, 0.996184, 1.000000, -1.836611, 0.992368
0.996600, -1.869186, 0.996600, 1.000000, -1.869186, 0.993199
0.995634, -1.892730, 0.995634, 1.000000, -1.892730, 0.991268
0.997452, -1.924922, 0.997452, 1.000000, -1.924922, 0.994904
0.996728, -1.937889, 0.996728, 1.000000, -1.937889, 0.993455
0.998090, -1.956779, 0.998090, 1.000000, -1.956779, 0.996181
0.998298, -1.965295, 0.998298, 1.000000, -1.965295, 0.996597
0.997815, -1.970786, 0.997815, 1.000000, -1.970786, 0.995629
0.998725, -1.979855, 0.998725, 1.000000, -1.979855, 0.997450
0.998362, -1.982761, 0.998362, 1.000000, -1.982761, 0.996724
0.999045, -1.988205, 0.999045, 1.000000, -1.988205, 0.998089
0.999149, -1.990450, 0.999149, 1.000000, -1.990450, 0.998297
0.998906, -1.991585, 0.998906, 1.000000, -1.991585, 0.997813
0.999362, -1.994318, 0.999362, 1.000000, -1.994318, 0.998724
0.999180, -1.994864, 0.999180, 1.000000, -1.994864, 0.998361
0.999522, -1.996570, 0.999522, 1.000000, -1.996570, 0.999044
0.999574, -1.997185, 0.999574, 1.000000, -1.997185, 0.999148
